scenario, 'hostSSH',hostVIP, hostcVIP, 
S4sli2noGuaranteesV2Fixed30,0.0,0.04579846865092259,0.03813135986223613,
S4sli2noGuaranteesV220,100.0,99.99140573026742,99.71981560654726,
S4sli2noGuaranteesV2Fix10,100.0,99.71090445985014,99.96723060919093,
S4sli2noGuaranteesV2Fix20,100.0,99.99064308259784,99.7788945655732,
S4sli2noGuaranteesV2Fix30,100.0,99.98060591285137,99.55784648287276,
S4sli2noGuaranteesV2Fix100,99.10794151304148,99.65833664548208,99.35980160017621,
S4sli2noGuaranteesV2Fix10,100.0,99.71090445985014,99.96723060919093,
S4sli2noGuaranteesV2Fix20,100.0,99.99064308259784,99.7788945655732,
S4sli2noGuaranteesV2Fix30,100.0,99.98060591285137,99.55784648287276,
S4sli2noGuaranteesV2Fix100,99.10794151304148,99.65833664548208,99.35980160017621,
S4sli2noGuaranteesV2Fix10,100.0,99.71090445985014,99.96723060919093,
S4sli2noGuaranteesV2Fix20,100.0,99.99064308259784,99.7788945655732,
S4sli2noGuaranteesV2Fix30,100.0,99.98060591285137,99.55784648287276,
S4sli2noGuaranteesV2Fix100,99.10794151304148,99.65833664548208,99.35980160017621,
S4sli2noGuaranteesV2Fix40,100.0,99.96745325701346,99.43816606006666,
S3sli8noGuaranteesV220,99.66184005143934,99.72571506853065,56.30524603478088,
S4sli2noGuaranteesV2100,0.0,0.0,0.0,
S4sli2noGuaranteesV2Fix100,99.10794151304148,99.65833664548208,99.35980160017621,
S4sli2noGuaranteesV2Fix100,99.10794151304148,99.65833664548208,99.35980160017621,
S4sli2noGuaranteesV2100,0.0,0.0,0.0,
S4sli2noGuaranteesV2Fix100,99.10794151304148,99.65833664548208,99.35980160017621,
S10sli4_2prio40,76.27386136021681,90.22951078938907,15.178305394638054,
S11sli8_3prio40,93.55356775149238,81.65001881456635,0.0,
S3sli8noGuaranteesV230,98.59456248616593,99.29633173061502,21.2162711052423,
S3sli8noGuaranteesV230,98.59456248616593,99.29633173061502,21.2162711052423,
S3sli8noGuaranteesV230,98.59456248616593,99.29633173061502,21.2162711052423,
S3sli8noGuaranteesV230,0.0,0.0,0.0,
S3sli8noGuaranteesV230,0.0,0.0,0.0,
S3sli8noGuaranteesV230,0,0,4.203447618435448,99.7502494688609,0,
